event_id,user_id,event_type,event_time
5121,2318,첫결제,2025-03-19 21:41:00
5122,2319,가입,2025-04-17 00:00:00
5123,2319,튜토리얼완료,2025-04-19 15:00:00
5124,2320,가입,2025-04-09 00:00:00
5125,2320,튜토리얼완료,2025-04-10 22:00:00
5126,2320,첫결제,2025-04-14 23:08:00
5127,2321,가입,2025-03-20 00:00:00
5128,2321,튜토리얼완료,2025-03-22 07:00:00
5129,2322,가입,2025-02-08 00:00:00
5130,2322,튜토리얼완료,2025-02-11 01:00:00
5131,2322,첫결제,2025-02-28 19:24:00
5132,2323,가입,2025-06-29 00:00:00
5133,2323,튜토리얼완료,2025-06-30 12:00:00
5134,2323,첫결제,2025-06-29 02:01:00
5135,2324,가입,2025-01-18 00:00:00
5136,2324,첫결제,2025-02-23 23:17:00
5137,2325,가입,2025-02-08 00:00:00
5138,2325,튜토리얼완료,2025-02-11 20:00:00
5139,2326,가입,2025-04-28 00:00:00
5140,2326,튜토리얼완료,2025-05-01 21:00:00
5141,2327,가입,2025-03-27 00:00:00
5142,2327,튜토리얼완료,2025-03-29 03:00:00
5143,2328,가입,2025-02-11 00:00:00
5144,2328,튜토리얼완료,2025-02-12 12:00:00
5145,2328,첫결제,2025-02-18 19:17:00
5146,2329,가입,2025-02-25 00:00:00
5147,2329,튜토리얼완료,2025-02-28 03:00:00
5148,2330,가입,2025-04-11 00:00:00
5149,2330,튜토리얼완료,2025-04-11 12:00:00
5150,2331,가입,2025-02-07 00:00:00
5151,2331,튜토리얼완료,2025-02-09 07:00:00
5152,2332,가입,2025-01-08 00:00:00
5153,2332,튜토리얼완료,2025-01-10 08:00:00
5154,2333,가입,2025-01-16 00:00:00
5155,2333,튜토리얼완료,2025-01-17 12:00:00
5156,2334,가입,2025-02-17 00:00:00
5157,2334,튜토리얼완료,2025-02-17 08:00:00
5158,2335,가입,2025-01-04 00:00:00
5159,2335,튜토리얼완료,2025-01-06 01:00:00
5160,2336,가입,2025-03-06 00:00:00
5161,2336,튜토리얼완료,2025-03-08 08:00:00
5162,2337,가입,2025-01-06 00:00:00
5163,2337,튜토리얼완료,2025-01-08 03:00:00
5164,2338,가입,2025-01-26 00:00:00
5165,2338,튜토리얼완료,2025-01-28 01:00:00
5166,2339,가입,2025-03-04 00:00:00
5167,2339,튜토리얼완료,2025-03-04 21:00:00
5168,2339,첫결제,2025-03-19 22:44:00
5169,2340,가입,2025-01-12 00:00:00
5170,2340,튜토리얼완료,2025-01-14 04:00:00
5171,2341,가입,2025-02-13 00:00:00
5172,2341,튜토리얼완료,2025-02-13 16:00:00
5173,2341,첫결제,2025-02-21 23:23:00
5174,2342,가입,2025-06-29 00:00:00
5175,2342,튜토리얼완료,2025-07-02 14:00:00
5176,2343,가입,2025-01-05 00:00:00
5177,2343,첫결제,2025-02-21 15:59:00
5178,2344,가입,2025-02-28 00:00:00
5179,2344,튜토리얼완료,2025-03-02 12:00:00
5180,2345,가입,2025-03-06 00:00:00
5181,2345,튜토리얼완료,2025-03-08 04:00:00
5182,2345,첫결제,2025-03-09 02:22:00
5183,2346,가입,2025-03-08 00:00:00
5184,2346,튜토리얼완료,2025-03-11 11:00:00
5185,2346,첫결제,2025-05-12 03:26:00
5186,2347,가입,2025-06-29 00:00:00
5187,2347,튜토리얼완료,2025-06-30 10:00:00
5188,2348,가입,2025-03-17 00:00:00
5189,2348,튜토리얼완료,2025-03-19 08:00:00
5190,2349,가입,2025-06-29 00:00:00
5191,2349,튜토리얼완료,2025-06-30 11:00:00
5192,2350,가입,2025-02-12 00:00:00
5193,2350,튜토리얼완료,2025-02-14 07:00:00
5194,2351,가입,2025-02-13 00:00:00
5195,2351,튜토리얼완료,2025-02-14 03:00:00
5196,2352,가입,2025-06-29 00:00:00
5197,2352,튜토리얼완료,2025-07-02 10:00:00
5198,2353,가입,2025-02-26 00:00:00
5199,2353,튜토리얼완료,2025-02-28 16:00:00
5200,2353,첫결제,2025-03-09 21:44:00
5201,2354,가입,2025-01-21 00:00:00
5202,2354,튜토리얼완료,2025-01-21 13:00:00
5203,2354,첫결제,2025-01-22 13:02:00
5204,2355,가입,2025-03-30 00:00:00
5205,2355,튜토리얼완료,2025-04-01 21:00:00
5206,2355,첫결제,2025-04-21 20:29:00
5207,2356,가입,2025-03-03 00:00:00
5208,2356,튜토리얼완료,2025-03-05 22:00:00
5209,2356,첫결제,2025-04-24 21:07:00
5210,2357,가입,2025-03-20 00:00:00
5211,2357,튜토리얼완료,2025-03-22 14:00:00
5212,2358,가입,2025-02-26 00:00:00
5213,2358,튜토리얼완료,2025-02-28 11:00:00
5214,2359,가입,2025-04-24 00:00:00
5215,2360,가입,2025-01-30 00:00:00
5216,2360,튜토리얼완료,2025-02-01 12:00:00
5217,2361,가입,2025-01-12 00:00:00
5218,2361,튜토리얼완료,2025-01-14 10:00:00
5219,2361,첫결제,2025-01-18 14:15:00
5220,2362,가입,2025-01-16 00:00:00
5221,2363,가입,2025-03-19 00:00:00
5222,2363,튜토리얼완료,2025-03-22 18:00:00
5223,2363,첫결제,2025-03-23 20:03:00
5224,2364,가입,2025-03-02 00:00:00
5225,2364,튜토리얼완료,2025-03-02 22:00:00
5226,2365,가입,2025-06-29 00:00:00
5227,2366,가입,2025-02-16 00:00:00
5228,2366,튜토리얼완료,2025-02-19 21:00:00
5229,2366,첫결제,2025-03-05 15:51:00
5230,2367,가입,2025-01-20 00:00:00
5231,2367,튜토리얼완료,2025-01-20 18:00:00
5232,2368,가입,2025-06-29 00:00:00
5233,2368,튜토리얼완료,2025-06-29 15:00:00
5234,2369,가입,2025-06-07 00:00:00
5235,2369,튜토리얼완료,2025-06-09 07:00:00
5236,2369,첫결제,2025-06-17 19:14:00
5237,2370,가입,2025-04-15 00:00:00
5238,2371,가입,2025-05-21 00:00:00
5239,2372,가입,2025-02-02 00:00:00
5240,2372,튜토리얼완료,2025-02-03 07:00:00
5241,2372,첫결제,2025-02-16 14:52:00
5242,2373,가입,2025-01-19 00:00:00
5243,2373,튜토리얼완료,2025-01-21 05:00:00
5244,2374,가입,2025-01-25 00:00:00
5245,2374,튜토리얼완료,2025-01-28 23:00:00
5246,2374,첫결제,2025-01-25 13:11:00
5247,2375,가입,2025-05-17 00:00:00
5248,2375,튜토리얼완료,2025-05-20 18:00:00
5249,2375,첫결제,2025-05-21 23:02:00
5250,2376,가입,2025-04-03 00:00:00
5251,2376,튜토리얼완료,2025-04-06 11:00:00
5252,2377,가입,2025-01-04 00:00:00
5253,2377,튜토리얼완료,2025-01-07 04:00:00
5254,2377,첫결제,2025-01-06 16:36:00
5255,2378,가입,2025-03-13 00:00:00
5256,2378,튜토리얼완료,2025-03-14 15:00:00
5257,2379,가입,2025-01-22 00:00:00
5258,2379,튜토리얼완료,2025-01-25 04:00:00
5259,2380,가입,2025-06-29 00:00:00
5260,2380,튜토리얼완료,2025-06-30 17:00:00
5261,2381,가입,2025-04-07 00:00:00
5262,2381,튜토리얼완료,2025-04-07 07:00:00
5263,2382,가입,2025-03-10 00:00:00
5264,2382,튜토리얼완료,2025-03-13 11:00:00
5265,2383,가입,2025-02-18 00:00:00
5266,2383,튜토리얼완료,2025-02-18 10:00:00
5267,2384,가입,2025-01-14 00:00:00
5268,2384,튜토리얼완료,2025-01-15 04:00:00
5269,2385,가입,2025-03-18 00:00:00
5270,2385,튜토리얼완료,2025-03-18 19:00:00
5271,2386,가입,2025-02-17 00:00:00
5272,2387,가입,2025-04-23 00:00:00
5273,2387,튜토리얼완료,2025-04-25 16:00:00
5274,2387,첫결제,2025-04-26 12:10:00
5275,2388,가입,2025-01-26 00:00:00
5276,2388,튜토리얼완료,2025-01-28 19:00:00
5277,2388,첫결제,2025-01-28 19:16:00
5278,2389,가입,2025-03-10 00:00:00
5279,2389,튜토리얼완료,2025-03-11 02:00:00
5280,2390,가입,2025-01-07 00:00:00
5281,2391,가입,2025-01-15 00:00:00
5282,2391,튜토리얼완료,2025-01-17 10:00:00
5283,2392,가입,2025-01-14 00:00:00
5284,2392,튜토리얼완료,2025-01-17 03:00:00
5285,2393,가입,2025-01-28 00:00:00
5286,2393,튜토리얼완료,2025-01-31 20:00:00
5287,2393,첫결제,2025-02-22 13:18:00
5288,2394,가입,2025-05-06 00:00:00
5289,2394,첫결제,2025-05-10 23:59:00
5290,2395,가입,2025-02-09 00:00:00
5291,2395,튜토리얼완료,2025-02-10 21:00:00
5292,2396,가입,2025-02-16 00:00:00
5293,2396,튜토리얼완료,2025-02-17 03:00:00
5294,2396,첫결제,2025-02-17 14:28:00
5295,2397,가입,2025-01-06 00:00:00
5296,2397,첫결제,2025-02-06 20:56:00
5297,2398,가입,2025-02-07 00:00:00
5298,2398,튜토리얼완료,2025-02-08 00:00:00
5299,2399,가입,2025-02-11 00:00:00
5300,2399,튜토리얼완료,2025-02-11 01:00:00
5301,2399,첫결제,2025-03-01 22:43:00
5302,2400,가입,2025-01-26 00:00:00
5303,2400,튜토리얼완료,2025-01-28 10:00:00
5304,2401,가입,2025-03-08 00:00:00
5305,2401,튜토리얼완료,2025-03-10 00:00:00
5306,2401,첫결제,2025-03-17 21:18:00
5307,2402,가입,2025-02-12 00:00:00
5308,2402,튜토리얼완료,2025-02-12 01:00:00
5309,2402,첫결제,2025-02-19 21:37:00
5310,2403,가입,2025-01-12 00:00:00
5311,2403,튜토리얼완료,2025-01-13 10:00:00
5312,2404,가입,2025-02-26 00:00:00
5313,2405,가입,2025-02-13 00:00:00
5314,2405,튜토리얼완료,2025-02-16 20:00:00
5315,2406,가입,2025-01-26 00:00:00
5316,2406,튜토리얼완료,2025-01-29 23:00:00
5317,2406,첫결제,2025-02-07 23:55:00
5318,2407,가입,2025-01-02 00:00:00
5319,2407,튜토리얼완료,2025-01-02 15:00:00
5320,2407,첫결제,2025-01-02 02:36:00
5321,2408,가입,2025-02-02 00:00:00
5322,2408,튜토리얼완료,2025-02-04 21:00:00
5323,2409,가입,2025-05-30 00:00:00
5324,2409,튜토리얼완료,2025-05-31 09:00:00
5325,2409,첫결제,2025-06-19 05:14:00
5326,2410,가입,2025-04-22 00:00:00
5327,2411,가입,2025-02-23 00:00:00
5328,2411,튜토리얼완료,2025-02-23 09:00:00
5329,2412,가입,2025-01-14 00:00:00
5330,2412,튜토리얼완료,2025-01-17 10:00:00
5331,2413,가입,2025-04-02 00:00:00
5332,2413,튜토리얼완료,2025-04-05 21:00:00
5333,2413,첫결제,2025-04-20 21:27:00
5334,2414,가입,2025-04-15 00:00:00
5335,2414,튜토리얼완료,2025-04-17 09:00:00
5336,2414,첫결제,2025-04-19 21:00:00
5337,2415,가입,2025-01-03 00:00:00
5338,2415,튜토리얼완료,2025-01-04 04:00:00
5339,2416,가입,2025-06-08 00:00:00
5340,2416,튜토리얼완료,2025-06-09 14:00:00
5341,2416,첫결제,2025-06-18 14:15:00
5342,2417,가입,2025-06-17 00:00:00
5343,2417,튜토리얼완료,2025-06-19 00:00:00
5344,2417,첫결제,2025-06-18 21:13:00
5345,2418,가입,2025-01-16 00:00:00
5346,2418,튜토리얼완료,2025-01-16 10:00:00
5347,2419,가입,2025-01-27 00:00:00
5348,2419,튜토리얼완료,2025-01-27 12:00:00
5349,2420,가입,2025-01-05 00:00:00
5350,2420,튜토리얼완료,2025-01-05 13:00:00
5351,2421,가입,2025-04-10 00:00:00
5352,2421,튜토리얼완료,2025-04-11 00:00:00
5353,2422,가입,2025-02-14 00:00:00
5354,2423,가입,2025-03-17 00:00:00
5355,2423,튜토리얼완료,2025-03-19 19:00:00
5356,2423,첫결제,2025-03-18 12:50:00
5357,2424,가입,2025-03-07 00:00:00
5358,2424,튜토리얼완료,2025-03-10 17:00:00
5359,2425,가입,2025-03-25 00:00:00
5360,2425,튜토리얼완료,2025-03-26 11:00:00
5361,2425,첫결제,2025-04-03 23:37:00
5362,2426,가입,2025-02-07 00:00:00
5363,2426,튜토리얼완료,2025-02-08 14:00:00
5364,2426,첫결제,2025-02-07 22:19:00
5365,2427,가입,2025-01-18 00:00:00
5366,2427,튜토리얼완료,2025-01-21 07:00:00
5367,2428,가입,2025-02-05 00:00:00
5368,2429,가입,2025-01-11 00:00:00
5369,2429,튜토리얼완료,2025-01-11 04:00:00
5370,2430,가입,2025-06-29 00:00:00
5371,2430,튜토리얼완료,2025-07-01 21:00:00
5372,2431,가입,2025-02-03 00:00:00
5373,2431,튜토리얼완료,2025-02-03 14:00:00
5374,2432,가입,2025-01-20 00:00:00
5375,2432,튜토리얼완료,2025-01-21 22:00:00
5376,2433,가입,2025-01-28 00:00:00
5377,2433,튜토리얼완료,2025-01-29 15:00:00
5378,2433,첫결제,2025-01-31 02:13:00
5379,2434,가입,2025-01-29 00:00:00
5380,2434,튜토리얼완료,2025-01-31 04:00:00
5381,2434,첫결제,2025-02-17 06:35:00
5382,2435,가입,2025-02-12 00:00:00
5383,2435,튜토리얼완료,2025-02-13 23:00:00
5384,2436,가입,2025-02-12 00:00:00
5385,2436,튜토리얼완료,2025-02-15 21:00:00
5386,2436,첫결제,2025-02-17 20:28:00
5387,2437,가입,2025-01-22 00:00:00
5388,2437,튜토리얼완료,2025-01-23 21:00:00
5389,2437,첫결제,2025-02-10 11:46:00
5390,2438,가입,2025-02-13 00:00:00
5391,2438,튜토리얼완료,2025-02-14 21:00:00
5392,2438,첫결제,2025-03-01 22:42:00
5393,2439,가입,2025-06-29 00:00:00
5394,2440,가입,2025-01-08 00:00:00
5395,2440,튜토리얼완료,2025-01-08 11:00:00
5396,2440,첫결제,2025-03-07 20:37:00
5397,2441,가입,2025-01-13 00:00:00
5398,2441,첫결제,2025-01-14 19:25:00
5399,2442,가입,2025-06-29 00:00:00
5400,2442,튜토리얼완료,2025-07-01 14:00:00
5401,2443,가입,2025-04-14 00:00:00
5402,2443,튜토리얼완료,2025-04-16 07:00:00
5403,2443,첫결제,2025-04-17 23:39:00
5404,2444,가입,2025-06-29 00:00:00
5405,2444,튜토리얼완료,2025-07-02 20:00:00
5406,2445,가입,2025-03-16 00:00:00
5407,2446,가입,2025-05-06 00:00:00
5408,2446,튜토리얼완료,2025-05-09 07:00:00
5409,2446,첫결제,2025-05-18 23:35:00
5410,2447,가입,2025-01-06 00:00:00
5411,2447,튜토리얼완료,2025-01-07 19:00:00
5412,2447,첫결제,2025-01-13 15:27:00
5413,2448,가입,2025-04-30 00:00:00
5414,2448,튜토리얼완료,2025-05-03 19:00:00
5415,2449,가입,2025-02-19 00:00:00
5416,2449,튜토리얼완료,2025-02-20 05:00:00
5417,2450,가입,2025-05-11 00:00:00
5418,2450,튜토리얼완료,2025-05-13 23:00:00
5419,2451,가입,2025-02-26 00:00:00
5420,2451,튜토리얼완료,2025-02-27 01:00:00
5421,2452,가입,2025-01-01 00:00:00
5422,2452,튜토리얼완료,2025-01-02 01:00:00
5423,2452,첫결제,2025-01-01 15:49:00
5424,2453,가입,2025-01-24 00:00:00
5425,2453,튜토리얼완료,2025-01-26 14:00:00
5426,2454,가입,2025-01-14 00:00:00
5427,2454,튜토리얼완료,2025-01-16 16:00:00
5428,2454,첫결제,2025-03-16 22:06:00
5429,2455,가입,2025-03-24 00:00:00
5430,2455,튜토리얼완료,2025-03-25 23:00:00
5431,2456,가입,2025-03-08 00:00:00
5432,2456,튜토리얼완료,2025-03-08 01:00:00
5433,2456,첫결제,2025-03-18 21:03:00
5434,2457,가입,2025-01-22 00:00:00
5435,2457,튜토리얼완료,2025-01-24 21:00:00
5436,2458,가입,2025-02-02 00:00:00
5437,2458,튜토리얼완료,2025-02-03 12:00:00
5438,2458,첫결제,2025-04-24 19:03:00
5439,2459,가입,2025-01-15 00:00:00
5440,2459,튜토리얼완료,2025-01-18 14:00:00
5441,2460,가입,2025-01-14 00:00:00
5442,2460,튜토리얼완료,2025-01-16 04:00:00
5443,2461,가입,2025-01-07 00:00:00
5444,2461,튜토리얼완료,2025-01-07 14:00:00
5445,2461,첫결제,2025-01-20 23:14:00
5446,2462,가입,2025-02-14 00:00:00
5447,2462,튜토리얼완료,2025-02-15 15:00:00
5448,2463,가입,2025-01-20 00:00:00
5449,2463,튜토리얼완료,2025-01-22 20:00:00
5450,2464,가입,2025-02-06 00:00:00
5451,2464,튜토리얼완료,2025-02-08 05:00:00
5452,2464,첫결제,2025-02-14 19:01:00
5453,2465,가입,2025-02-21 00:00:00
5454,2465,튜토리얼완료,2025-02-21 14:00:00
5455,2465,첫결제,2025-05-04 20:47:00
5456,2466,가입,2025-02-23 00:00:00
5457,2466,튜토리얼완료,2025-02-25 09:00:00
5458,2467,가입,2025-01-15 00:00:00
5459,2467,튜토리얼완료,2025-01-16 04:00:00
5460,2467,첫결제,2025-01-20 19:12:00
5461,2468,가입,2025-01-22 00:00:00
5462,2469,가입,2025-01-01 00:00:00
5463,2470,가입,2025-02-02 00:00:00
5464,2470,튜토리얼완료,2025-02-05 19:00:00
5465,2471,가입,2025-03-25 00:00:00
5466,2471,튜토리얼완료,2025-03-25 07:00:00
5467,2472,가입,2025-01-03 00:00:00
5468,2472,튜토리얼완료,2025-01-06 19:00:00
5469,2473,가입,2025-04-20 00:00:00
5470,2473,튜토리얼완료,2025-04-21 13:00:00
5471,2474,가입,2025-05-17 00:00:00
5472,2474,튜토리얼완료,2025-05-19 12:00:00
5473,2475,가입,2025-02-20 00:00:00
5474,2475,튜토리얼완료,2025-02-22 09:00:00
5475,2476,가입,2025-04-20 00:00:00
5476,2476,튜토리얼완료,2025-04-23 01:00:00
5477,2477,가입,2025-02-07 00:00:00
5478,2477,튜토리얼완료,2025-02-10 07:00:00
5479,2478,가입,2025-01-20 00:00:00
5480,2478,튜토리얼완료,2025-01-20 11:00:00
5481,2479,가입,2025-01-04 00:00:00
5482,2479,튜토리얼완료,2025-01-04 08:00:00
5483,2480,가입,2025-01-04 00:00:00
5484,2480,튜토리얼완료,2025-01-05 21:00:00
5485,2481,가입,2025-04-21 00:00:00
5486,2482,가입,2025-06-15 00:00:00
5487,2482,튜토리얼완료,2025-06-16 22:00:00
5488,2483,가입,2025-02-17 00:00:00
5489,2483,튜토리얼완료,2025-02-19 17:00:00
5490,2483,첫결제,2025-03-08 22:25:00
5491,2484,가입,2025-05-14 00:00:00
5492,2484,첫결제,2025-05-23 14:30:00
5493,2485,가입,2025-03-03 00:00:00
5494,2485,튜토리얼완료,2025-03-06 22:00:00
5495,2485,첫결제,2025-03-19 13:12:00
5496,2486,가입,2025-04-11 00:00:00
5497,2486,튜토리얼완료,2025-04-14 01:00:00
5498,2487,가입,2025-02-26 00:00:00
5499,2487,튜토리얼완료,2025-03-01 00:00:00
5500,2488,가입,2025-02-24 00:00:00
5501,2489,가입,2025-01-26 00:00:00
5502,2489,튜토리얼완료,2025-01-29 04:00:00
5503,2489,첫결제,2025-02-01 15:53:00
5504,2490,가입,2025-02-26 00:00:00
5505,2490,튜토리얼완료,2025-02-28 15:00:00
5506,2491,가입,2025-01-19 00:00:00
5507,2491,튜토리얼완료,2025-01-20 20:00:00
5508,2491,첫결제,2025-01-20 02:23:00
5509,2492,가입,2025-01-04 00:00:00
5510,2492,튜토리얼완료,2025-01-07 10:00:00
5511,2493,가입,2025-02-16 00:00:00
5512,2493,튜토리얼완료,2025-02-18 14:00:00
5513,2493,첫결제,2025-02-25 19:30:00
5514,2494,가입,2025-01-06 00:00:00
5515,2495,가입,2025-02-04 00:00:00
5516,2495,튜토리얼완료,2025-02-07 17:00:00
5517,2496,가입,2025-01-02 00:00:00
5518,2497,가입,2025-02-27 00:00:00
5519,2497,튜토리얼완료,2025-03-02 20:00:00
5520,2497,첫결제,2025-03-03 22:22:00
5521,2498,가입,2025-01-23 00:00:00
5522,2498,튜토리얼완료,2025-01-24 13:00:00
5523,2498,첫결제,2025-02-04 09:29:00
5524,2499,가입,2025-01-08 00:00:00
5525,2499,튜토리얼완료,2025-01-11 03:00:00
5526,2499,첫결제,2025-02-03 23:59:00
5527,2500,가입,2025-02-02 00:00:00
5528,2500,튜토리얼완료,2025-02-04 16:00:00
5529,2500,첫결제,2025-04-15 22:34:00
5530,2501,가입,2025-01-31 00:00:00
5531,2501,튜토리얼완료,2025-01-31 05:00:00
5532,2502,가입,2025-03-30 00:00:00
5533,2502,튜토리얼완료,2025-04-01 20:00:00
5534,2503,가입,2025-06-01 00:00:00
5535,2503,튜토리얼완료,2025-06-04 12:00:00
5536,2503,첫결제,2025-06-07 19:36:00
5537,2504,가입,2025-03-26 00:00:00
5538,2504,튜토리얼완료,2025-03-27 19:00:00
5539,2505,가입,2025-01-08 00:00:00
5540,2505,튜토리얼완료,2025-01-11 03:00:00
5541,2506,가입,2025-01-17 00:00:00
5542,2507,가입,2025-06-29 00:00:00
5543,2507,튜토리얼완료,2025-06-30 13:00:00
5544,2508,가입,2025-02-01 00:00:00
5545,2508,튜토리얼완료,2025-02-01 00:00:00
5546,2509,가입,2025-01-31 00:00:00
5547,2509,튜토리얼완료,2025-02-03 18:00:00
5548,2509,첫결제,2025-02-04 06:52:00
5549,2510,가입,2025-04-11 00:00:00
5550,2510,튜토리얼완료,2025-04-14 03:00:00
5551,2510,첫결제,2025-04-17 11:16:00
5552,2511,가입,2025-04-08 00:00:00
5553,2512,가입,2025-01-09 00:00:00
5554,2513,가입,2025-02-24 00:00:00
5555,2513,튜토리얼완료,2025-02-27 14:00:00
5556,2513,첫결제,2025-02-28 21:58:00
5557,2514,가입,2025-01-08 00:00:00
5558,2514,첫결제,2025-01-15 00:23:00
5559,2515,가입,2025-04-20 00:00:00
5560,2515,튜토리얼완료,2025-04-20 00:00:00
5561,2515,첫결제,2025-04-24 11:21:00
5562,2516,가입,2025-01-05 00:00:00
5563,2517,가입,2025-02-16 00:00:00
5564,2517,튜토리얼완료,2025-02-17 02:00:00
5565,2517,첫결제,2025-03-07 21:06:00
5566,2518,가입,2025-05-05 00:00:00
5567,2518,튜토리얼완료,2025-05-08 18:00:00
5568,2518,첫결제,2025-05-06 21:03:00
5569,2519,가입,2025-02-04 00:00:00
5570,2519,튜토리얼완료,2025-02-07 18:00:00
5571,2520,가입,2025-03-16 00:00:00
5572,2520,튜토리얼완료,2025-03-19 04:00:00
5573,2520,첫결제,2025-03-17 04:37:00
5574,2521,가입,2025-02-23 00:00:00
5575,2521,튜토리얼완료,2025-02-25 15:00:00
5576,2522,가입,2025-05-01 00:00:00
5577,2522,튜토리얼완료,2025-05-02 08:00:00
5578,2522,첫결제,2025-05-26 20:38:00
5579,2523,가입,2025-06-29 00:00:00
5580,2524,가입,2025-03-17 00:00:00
5581,2524,튜토리얼완료,2025-03-19 11:00:00
5582,2525,가입,2025-06-05 00:00:00
5583,2525,튜토리얼완료,2025-06-05 11:00:00
5584,2526,가입,2025-01-26 00:00:00
5585,2526,튜토리얼완료,2025-01-28 12:00:00
5586,2527,가입,2025-02-17 00:00:00
5587,2527,튜토리얼완료,2025-02-20 02:00:00
5588,2527,첫결제,2025-03-15 20:26:00
5589,2528,가입,2025-02-05 00:00:00
5590,2528,튜토리얼완료,2025-02-07 16:00:00
5591,2528,첫결제,2025-02-18 23:26:00
5592,2529,가입,2025-06-10 00:00:00
5593,2529,튜토리얼완료,2025-06-10 10:00:00
5594,2530,가입,2025-04-13 00:00:00
5595,2530,튜토리얼완료,2025-04-15 22:00:00
5596,2530,첫결제,2025-04-13 05:10:00
5597,2531,가입,2025-01-23 00:00:00
5598,2531,튜토리얼완료,2025-01-25 21:00:00
5599,2532,가입,2025-01-29 00:00:00
5600,2532,튜토리얼완료,2025-01-30 06:00:00
5601,2533,가입,2025-06-29 00:00:00
5602,2533,튜토리얼완료,2025-06-30 11:00:00
5603,2534,가입,2025-01-17 00:00:00
5604,2534,튜토리얼완료,2025-01-20 00:00:00
5605,2534,첫결제,2025-01-19 03:02:00
5606,2535,가입,2025-01-31 00:00:00
5607,2535,튜토리얼완료,2025-02-01 21:00:00
5608,2535,첫결제,2025-01-31 19:23:00
5609,2536,가입,2025-01-28 00:00:00
5610,2536,튜토리얼완료,2025-01-28 02:00:00
5611,2536,첫결제,2025-02-06 18:26:00
5612,2537,가입,2025-01-02 00:00:00
5613,2537,튜토리얼완료,2025-01-03 00:00:00
5614,2537,첫결제,2025-01-05 05:18:00
5615,2538,가입,2025-02-23 00:00:00
5616,2538,튜토리얼완료,2025-02-26 21:00:00
5617,2539,가입,2025-02-02 00:00:00
5618,2539,튜토리얼완료,2025-02-05 15:00:00
5619,2540,가입,2025-01-08 00:00:00
5620,2540,튜토리얼완료,2025-01-08 15:00:00
5621,2540,첫결제,2025-01-08 11:02:00
5622,2541,가입,2025-01-02 00:00:00
5623,2541,튜토리얼완료,2025-01-03 20:00:00
5624,2542,가입,2025-02-03 00:00:00
5625,2542,튜토리얼완료,2025-02-05 19:00:00
5626,2543,가입,2025-04-14 00:00:00
5627,2543,튜토리얼완료,2025-04-17 21:00:00
5628,2544,가입,2025-04-03 00:00:00
5629,2544,튜토리얼완료,2025-04-05 15:00:00
5630,2545,가입,2025-01-17 00:00:00
5631,2545,튜토리얼완료,2025-01-17 02:00:00
5632,2546,가입,2025-01-22 00:00:00
5633,2546,튜토리얼완료,2025-01-22 23:00:00
5634,2547,가입,2025-02-09 00:00:00
5635,2547,튜토리얼완료,2025-02-11 12:00:00
5636,2547,첫결제,2025-02-11 10:55:00
5637,2548,가입,2025-01-06 00:00:00
5638,2548,튜토리얼완료,2025-01-06 08:00:00
5639,2549,가입,2025-03-03 00:00:00
5640,2549,튜토리얼완료,2025-03-03 02:00:00
5641,2549,첫결제,2025-03-14 19:04:00
5642,2550,가입,2025-01-18 00:00:00
5643,2550,튜토리얼완료,2025-01-21 15:00:00
5644,2551,가입,2025-05-08 00:00:00
5645,2551,튜토리얼완료,2025-05-08 10:00:00
5646,2551,첫결제,2025-05-23 17:10:00
5647,2552,가입,2025-03-04 00:00:00
5648,2552,튜토리얼완료,2025-03-06 04:00:00
5649,2553,가입,2025-01-23 00:00:00
5650,2553,튜토리얼완료,2025-01-26 05:00:00
5651,2554,가입,2025-04-10 00:00:00
5652,2554,튜토리얼완료,2025-04-10 10:00:00
5653,2555,가입,2025-05-18 00:00:00
5654,2555,튜토리얼완료,2025-05-19 14:00:00
5655,2556,가입,2025-02-17 00:00:00
5656,2556,튜토리얼완료,2025-02-17 20:00:00
5657,2556,첫결제,2025-03-02 19:06:00
5658,2557,가입,2025-01-20 00:00:00
5659,2557,튜토리얼완료,2025-01-22 07:00:00
5660,2558,가입,2025-06-29 00:00:00
5661,2558,튜토리얼완료,2025-06-29 20:00:00
5662,2559,가입,2025-05-02 00:00:00
5663,2560,가입,2025-05-27 00:00:00
5664,2560,튜토리얼완료,2025-05-27 18:00:00
5665,2560,첫결제,2025-06-02 15:11:00
5666,2561,가입,2025-03-09 00:00:00
5667,2562,가입,2025-03-04 00:00:00
5668,2562,튜토리얼완료,2025-03-07 22:00:00
5669,2563,가입,2025-03-13 00:00:00
5670,2563,튜토리얼완료,2025-03-16 16:00:00
5671,2564,가입,2025-01-11 00:00:00
5672,2564,튜토리얼완료,2025-01-14 05:00:00
5673,2565,가입,2025-02-26 00:00:00
5674,2565,튜토리얼완료,2025-02-28 19:00:00
5675,2565,첫결제,2025-03-03 22:08:00
5676,2566,가입,2025-01-12 00:00:00
5677,2566,튜토리얼완료,2025-01-12 02:00:00
5678,2567,가입,2025-01-18 00:00:00
5679,2567,튜토리얼완료,2025-01-19 18:00:00
5680,2567,첫결제,2025-01-22 20:43:00
5681,2568,가입,2025-01-24 00:00:00
5682,2568,튜토리얼완료,2025-01-25 23:00:00
5683,2569,가입,2025-03-28 00:00:00
5684,2569,튜토리얼완료,2025-03-31 23:00:00
5685,2570,가입,2025-02-13 00:00:00
5686,2570,첫결제,2025-02-13 02:43:00
5687,2571,가입,2025-02-13 00:00:00
